rank,name,symbol,price,marketCap,change,24hVolume,btcPrice,listedAt
0471,Ripple USD,RLUSD,1.0004010775488237,1444753761,-0.02,287676062,1.48219998868e-05,2024-12-04 15:59:51
0481,PEPE,PEPE,3.378177667e-06,1421165224,0.1,173823960,5.0051275e-11,2023-04-18 02:41:47
0491,USDD,USDD,0.9991912641010195,1409074794,0.09,4303958,1.48040752212e-05,2022-05-07 08:52:39
0501,Bitget Token,BGB,1.9320508868803628,1352420234,-0.33,21321540,2.86253770306e-05,2022-05-08 04:10:14
0511,Ondo US Dollar Yield,USDY,1.125586861191671,1315226888,0.07,571308,1.66767596553e-05,2024-01-22 03:49:34
0521,ONDO,ONDO,0.2623467870399604,1277453250,-2.02,46616018,3.8869450814e-06,2023-12-05 05:59:48
0531,Ethereum Classic,ETC,8.172938492244556,1275866681,-0.57,56461276,0.0001210907266354,2016-07-27 00:00:00
0541,Internet Computer,ICP,2.2764121633314693,1253569241,1.11,26607081,3.37274535029e-05,2020-10-01 12:35:42
0551,siren,SIREN,1.699130459901027,1237330281,-3.45,16749851,2.51744145918e-05,2025-02-17 00:43:47
0561,KuCoin Token,KCS,8.09424219522605,1069694753,-0.47,6551031,0.0001199247577738,2017-10-25 00:00:00
0571,United Stables,U,1.000458100049076,995355837,-0.02,28581646,1.48228447354e-05,2025-12-18 10:12:49
0581,Polygon (ex-MATIC),POL,0.0911946299490125,964252109,-2.21,44610270,1.3511448809e-06,2023-10-30 02:56:09
0591,Render Token,RENDER,1.7063070390816109,885015836,-0.8,46803889,2.52807432016e-05,2024-03-20 06:29:08
0601,Kaspa,KAS,0.0320991798247836,877035795,-3.21,14386756,4.75583293949e-07,2022-10-07 08:45:41
0611,Quant,QNT,71.41417506276707,862164625,1.29,8727135,0.0010580765239609,2018-08-11 00:00:00
0621,Worldcoin,WLD,0.277585379785679,861758034,-0.88,71385297,4.1127209477e-06,2023-07-24 07:48:33
0631,Cosmos,ATOM,1.7062913206692696,854256695,2.05,27482927,2.52805103167e-05,2019-03-13 23:35:00
0641,Midnight,NIGHT,0.0483522210050087,803004646,-0.68,575595504,7.16389286606e-07,2025-12-10 01:50:59
0651,Ethena,ENA,0.0920210326596707,781459863,1.4,67543069,1.3633889109e-06,2024-04-03 02:15:16
0661,GateToken,GT,6.570504193668304,756794438,-0.11,2084085,9.73489679296e-05,2019-04-30 00:45:00
0671,Algorand,ALGO,0.0845882535907163,752296233,2.39,16992807,1.2532644289e-06,2019-07-02 15:49:00
0681,Aptos,APT,0.9106866018500918,723171496,-2.81,54533862,1.34927850564e-05,2022-10-19 02:59:30
0691,OFFICIAL TRUMP,TRUMP,3.040692399883411,706957357,1.76,79120480,4.50510734329e-05,2025-01-19 13:41:26
0701,Flare Network,FLR,0.0078813148748059,673358239,1.24,3783366,1.16770014351e-07,2023-01-10 04:33:00
0711,Dexe,DEXE,7.959393725247712,666469337,-2.25,12097390,0.000117926835089,2021-08-03 04:27:47
0721,Filecoin,FIL,0.8384951431694456,641386182,-0.41,63368198,1.24231922536e-05,2020-10-16 09:11:13
0731,XinFin Network,XDC,0.0306789242599868,611772993,-1.61,19578667,4.54540705838e-07,2017-10-15 00:00:00
0741,BELDEX,BDX,0.0798909677739591,607694192,0.0,10140548,1.1836691721e-06,2019-02-19 15:04:00
0751,Morpho Token,MORPHO,1.487115525411823,602175566,-4.17,9387884,2.20331891318e-05,2024-11-21 23:32:33
0761,Gho Token,GHO,0.9956203011945196,581442256,-0.55,793331,1.47511676294e-05,2023-07-17 08:00:49
0771,VeChain,VET,0.0067096927906316,576933211,-0.13,11210914,9.9411194185e-08,2018-08-05 00:00:00
0781,Nexo,NEXO,0.8849746708067009,571822702,-0.58,5262080,1.31118356076e-05,2018-05-02 00:00:00
0791,ARBITRUM,ARB,0.0930228675256765,561934784,1.55,35029016,1.3782321539e-06,2023-03-17 03:11:35
0801,Pump,PUMP,0.0016731899986795,557697491,-2.35,41274792,2.4790079227e-08,2025-07-15 01:57:34
0811,LayerZero,ZRO,1.8634548121041368,549717794,-6.96,27903291,2.76090536425e-05,2023-04-20 04:02:23
0821,Jupiter,JUP,0.1545355291885717,548730280,3.41,19324428,2.289607286e-06,2024-01-22 03:30:56
0831,JUST,JST,0.0595279202294742,524745051,0.01,19689805,8.81969088905e-07,2020-05-22 15:02:00
0841,Artificial Superintelligence Alliance,FET,0.2298518634939144,517582675,-4.72,90253289,3.4054984257e-06,2019-03-21 14:38:00
0851,Bonk,BONK,5.8474200118e-06,514542244,-0.24,33918278,8.6635711e-11,2023-01-05 04:14:02
0861,Stable,STABLE,0.0240645240271765,513705295,-3.79,14241692,3.56541371668e-07,2025-11-07 03:10:50
0871,TrueUSD,TUSD,0.9982913617249288,493670136,0.01,10429046,1.47907422158e-05,2018-03-07 00:00:00
0881,PancakeSwap,CAKE,1.3933171924974466,457773057,0.1,17485917,2.06434676381e-05,2021-02-18 09:59:39
0891,Chiliz,CHZ,0.0435047444820486,447403204,0.46,86780303,6.44568795718e-07,2019-07-05 13:14:00
0901,Virtuals Protocol,VIRTUAL,0.6519559626884868,427879983,-2.21,39349151,9.6594170298e-06,2024-01-02 03:02:39
0911,EURC,EURC,1.1473754691000402,419829274,-0.29,37884771,1.69995809229e-05,2022-08-15 06:00:00
0921,Dash,DASH,32.43187259560459,410189824,-0.2,59125249,0.0004805124891709,2014-02-08 00:00:00
0931,Pudgy Penguins,PENGU,0.0064616620573553,406182636,-1.66,45218337,9.573635658e-08,2024-12-18 00:26:25
0941,Stacks,STX,0.2203934859123101,405135380,-0.64,4302263,3.2653625596e-06,2019-11-19 14:37:00
0951,First Digital USD,FDUSD,0.9998401764823844,398565070,0.02,145819590,1.48136895443e-05,2023-08-07 03:58:19
0961,Tezos,XTZ,0.3487559883814996,376711119,1.12,9431815,5.1671887769e-06,2018-07-04 00:00:00
0971,Decred,DCR,20.58322141405944,357064092,-1.24,1749496,0.0003049621919816,2015-09-05 00:00:00
0981,SEI,SEI,0.0514723340360265,352814254,-3.47,23885307,7.62617060676e-07,2023-08-14 10:57:54
0991,River,RIVER,17.398236233325527,350716140,29.71,43360323,0.000257773268411,2025-09-22 10:43:19
10001,Sun,SUN,0.0178609660239619,343387952,2.37,161127723,2.64629099596e-07,2021-08-27 07:12:02
10011,Gnosis,GNO,123.69837976220902,326512883,3.09,3238437,0.001832722307068,2017-05-01 00:00:00
10021,AINFT,NFT,3.26387662009e-07,326384398,-0.01,8883569,4.835778e-12,2021-07-21 03:30:26
10031,ARIA.AI,ARIA,0.3286232323231021,325086491,-9.92,30517791,4.8689007055e-06,2025-08-21 12:41:04
10041,Curve DAO Token,CRV,0.2159288153128277,317276620,0.41,30660996,3.1992137433e-06,2020-08-14 10:53:00
10051,BitTorrent-New,BTT,3.16864476252e-07,312757243,0.35,5095876,4.694682e-12,2022-07-05 16:01:35
10061,Aerodrome,AERO,0.3147714881888014,291927184,-3.11,8511047,4.6636724679e-06,2024-01-26 03:42:44
10071,Injective Protocol,INJ,2.895049663532776,289420340,-0.16,33274082,4.28932222768e-05,2021-01-18 13:50:44
10081,Kite,KITE,0.1595268923541394,288599781,-3.84,81360564,2.3635596097e-06,2025-11-03 11:33:01
10091,Kaia,KAIA,0.0453289146577093,284684638,-1.54,6582988,6.71595805928e-07,2024-10-30 02:20:08
100101,Immutable ,IMX,0.1417446589399026,283489318,-3.1,6665525,2.100097017e-06,2022-04-08 03:08:14
100111,Conflux Network,CFX,0.0541167378151883,281180455,-0.0,11847877,8.01796699119e-07,2021-07-26 04:00:06
100121,Lido DAO Token,LDO,0.3283265689541352,278836086,3.34,27436426,4.864505324e-06,2021-07-27 04:58:21
100131,Venice Token,VVV,6.174481897784095,278394051,-0.87,22383278,9.1481478823e-05,2025-01-28 02:48:11
100141,Legacy Frax Dollar,FRAX,0.9951670284035176,274601597,0.68,2530963,1.47432839001e-05,2021-03-09 14:25:31
100151,Bitcoin SV,BSV,13.591974881386196,271953288,-2.15,17958869,0.0002013794813651,2018-11-10 00:00:00
100161,Celestia,TIA,0.2968234704038019,266601152,-1.08,17751171,4.3977536045e-06,2023-04-03 09:15:02
100171,FLOKI,FLOKI,2.78530672771e-05,265349739,-1.28,13734816,4.12672646e-10,2021-09-13 04:28:12
100181,DoubleZero,2Z,0.0763981067853473,265209725,8.08,14901449,1.1319187429e-06,2025-10-03 02:00:30
100191,JasmyCoin,JASMY,0.0053035784469334,262235435,-0.98,6712771,7.8578123219e-08,2021-12-06 16:41:02
100201,The Graph,GRT,0.0238632994170468,256861177,-0.91,8164916,3.53560016275e-07,2020-12-30 15:18:45
100211,Lighter,LIT,0.7933377710229833,251447761,-5.14,20264392,1.17541380314e-05,2025-12-28 01:33:51
100221,SPX6900,SPX,0.2665039716478757,248113354,-1.8,4791437,3.9485381675e-06,2023-08-21 04:17:07
100231,Monad,MON,0.0224247312326959,242872922,-4.99,112800060,3.32246107339e-07,2025-11-25 02:00:47
100241,IOTA,IOTA,0.0549348271035594,239375637,-0.35,4073543,8.13917557054e-07,2017-06-13 14:30:09
100251,Zebec Network,ZBCN,0.0023384806368659,233845213,-1.23,7234889,3.4647063576e-08,2024-04-18 07:56:47
100261,Syrup Token,SYRUP,0.2010962877316274,232764269,-2.96,4476959,2.9794541618e-06,2024-11-13 22:51:40
100271,Optimism,OP,0.1088976772523423,230628657,0.92,40078976,1.6134342476e-06,2022-06-02 06:29:12
100281,Pyth Network,PYTH,0.038832121554062,223284010,1.2,6483957,5.75338945746e-07,2023-11-21 02:39:15
100291,Humanity,H,0.0835305807103786,218969451,-1.22,7674045,1.2375938867e-06,2025-06-25 10:21:39
100301,The Sandbox,SAND,0.0743148898641175,218310371,0.12,10062129,1.1010536812e-06,2021-02-17 17:30:24
100311,Ethereum Name Service,ENS,5.607909452926047,215231619,-1.02,13051897,8.30871089027e-05,2021-11-26 01:32:36
100321,Plasma,XPL,0.0898828648603464,213471804,-0.67,35305385,1.3317096939e-06,2025-07-22 02:30:20
100331,B,B,0.2129191580572049,212919158,7.42,3577063,3.1546224883e-06,2025-05-19 01:56:36
100341,Terra Classic,LUNC,3.67659289338e-05,200793976,0.75,5277175,5.44726117e-10,2019-08-16 12:19:00
100351,Helium,HNT,1.070804551109808,197640063,-6.35,2487001,1.58651017992e-05,2019-08-31 20:17:00
100361,StarkNet Token,STRK,0.0342084791407227,193330426,-1.11,10061966,5.06834793896e-07,2024-01-03 04:58:18
100371,Telcoin,TEL,0.002002460275206,192384862,-4.32,631102,2.9668566577e-08,2018-01-16 00:00:00
100381,Onyxcoin,XCN,0.0050457200766817,189208262,0.07,7985352,7.4757678779e-08,2022-06-27 04:46:43
100391,Axie Infinity,AXS,1.1133717519347863,188717142,-2.58,10535679,1.64957798942e-05,2020-11-11 10:27:21
100401,Pendle,PENDLE,1.1281891617185689,187023669,-1.98,11534754,1.67153154895e-05,2022-04-28 06:40:06
100411,Vision,VSN,0.0520868853311065,186816319,1.0,3873895,7.71722288e-07,2025-07-16 13:30:53
100421,Yooldo Games,ESPORTS,0.3713147191045193,186394677,-0.07,1258998,5.5014202284e-06,2025-07-19 09:33:55
100431,NEO,NEO,2.629024470644381,185425096,-0.08,7434671,3.89517777228e-05,2017-08-05 00:00:00
100441,Storychain,IP,0.509856742987228,179615544,-5.71,23341240,7.5540668202e-06,2025-02-10 02:12:02
100451,dogwifhat,WIF,0.1776600766258206,177453856,-0.73,32796931,2.6322219105e-06,2023-12-20 01:21:16
100461,Compound,COMP,17.64376911875424,175979523,-2.96,7226617,0.0002614110977594,2020-06-30 12:24:00
100471,SoSoValue,SOSO,0.4164912427005179,173358089,0.61,1119557,6.1707581996e-06,2025-01-27 03:23:03
100481,Falcon Finance,FF,0.0703569282207877,172687349,-0.75,8322034,1.0424122939e-06,2025-09-29 11:30:47
100491,AB,AB,0.0017343931481702,171399081,-10.29,3785121,2.5696868609e-08,2025-02-19 00:34:56
100501,Undeads Games,UDS,1.7262709928530249,171364945,-0.23,247937,2.55765302886e-05,2024-05-01 13:44:49
100511,Fartcoin,FARTCOIN,0.1710741121273404,171070496,-0.19,33678376,2.5346438818e-06,2024-10-24 22:21:47
100521,Convex Finance,CVX,1.7684583862205476,170860811,1.61,7215511,2.62015811345e-05,2021-09-15 03:22:08
100531,zkSync,ZK,0.0173507736442149,166652816,-0.78,7648572,2.57070059962e-07,2024-06-19 04:07:40
100541,Trust Wallet Token,TWT,0.3990701533703818,166272539,-9.33,10136903,5.9126463383e-06,2021-01-15 13:29:45
100551,MX Token,MX,1.7839711819221284,163835157,0.23,8876712,2.64314196076e-05,2019-09-17 14:56:00
100561,Decentraland,MANA,0.0827734148230245,162887518,0.17,8457589,1.2263756733e-06,2017-07-18 00:00:00
100571,Grass,GRASS,0.286921434307213,162016998,-3.76,7484555,4.2510444683e-06,2024-09-10 03:37:42
100581,Maker,MKR,1714.4803680511332,156995548,-0.03,414375,0.0254018397136478,2017-08-09 00:00:00
100591,WALRUS,WAL,0.0696510920311267,156192574,-0.11,7041671,1.0319545843e-06,2025-03-28 04:13:47
100601,Raydium,RAY,0.5707530581325543,153361357,-0.4,7945761,8.4563101269e-06,2021-07-26 05:51:38
100611,Theta Token,THETA,0.1511606237224174,151160624,-0.24,6807366,2.2396044926e-06,2018-01-18 00:00:00
100621,Zano,ZANO,9.92829774852695,151118663,-0.11,1385610,0.0001470982303076,2019-07-24 20:21:00
100631,Agora,AUSD,1.0004937031192858,145721848,-0.11,565658,1.48238248229e-05,2024-08-30 03:08:03
100641,SafePal,SFP,0.2886786250159885,144339313,2.3,1300954,4.2770791069e-06,2021-07-15 02:49:52
100651,OriginTrail,TRAC,0.2864615272986487,142953082,0.53,2352169,4.2442304596e-06,2018-01-26 00:00:00
100661,Basic Attention Token,BAT,0.0954525020914471,142780669,-0.44,9035862,1.4142297593e-06,2017-06-01 00:00:00
100671,THORChain,RUNE,0.40321744820828,141555938,-0.3,16070758,5.9740928971e-06,2019-11-26 15:30:00
100681,QUBIC,QUBIC,1.0345541362e-06,141162078,3.8,1341512,1.5328014e-11,2024-01-31 01:03:18
100691,Gala ,GALA,0.00292697355065,139166528,1.59,16854060,4.3366208424e-08,2021-11-22 04:19:18
100701,UltimaEcosystem,ULTIMA,3638.91766397552,136128271,-2.19,11946615,0.0539144133429419,2023-06-01 04:13:08
100711,eCash,XEC,6.7198755337e-06,134451620,0.42,2804534,9.9562062e-11,2021-10-22 07:33:14
100721,Sentient,SENT,0.0180992251089197,133274287,-6.16,26921876,2.68159159898e-07,2026-01-23 02:08:12
100731,SUPER TRUST,SUT,0.7431242750776731,132856392,16.94,632512,1.10101719883e-05,2024-11-11 02:24:24
100741,Banana For Scale,$BANANA,0.013234009908,132340099,-1.83,14959083,1.96075851737e-07,2024-11-21 03:36:58
100751,Akash,AKT,0.5003736272881962,131067601,-1.73,5060915,7.4135644327e-06,2021-03-15 16:00:32
100761,Fluid,FLUID,1.6570613261375255,130133241,-0.31,2846639,2.45511158871e-05,2022-03-22 07:53:34
100771,Golem,GLM,0.1286047308960107,128604731,-0.97,3887231,1.9054150875e-06,2021-05-21 14:23:42
100781,DeepBook Token,DEEP,0.0257598911116647,126711932,-3.02,4961139,3.81660027874e-07,2024-10-14 22:53:07
100791,1inch Token,1INCH,0.0898139908378286,126190057,1.28,6797263,1.3306892524e-06,2021-01-31 22:35:49
100801,Aethir,ATH,0.0068683537240955,126155782,-0.89,11320340,1.01761923698e-07,2024-06-14 00:40:55
100811,JITO,JTO,0.2767636033065364,125413858,-1.89,6953331,4.1005454601e-06,2023-12-08 03:19:37
100821,GoMining Token,GMT,0.3075153059848112,124606643,-0.63,13730086,4.5561644552e-06,2022-08-26 11:30:40
100831,Vaulta,A,0.0743944618641194,121406913,1.2,11052291,1.1022326245e-06,2025-05-27 06:33:41
100841,WEMIX Token,WEMIX,0.2573525458403028,118968379,-0.04,939023,3.8129501166e-06,2021-11-30 05:26:22
100851,Sonic,S,0.0407584747878483,117384407,-0.47,10298846,6.03879906021e-07,2025-01-08 03:33:20
100861,Audiera,Beat,0.5229819551249614,117287419,7.41,18572830,7.7485307179e-06,2025-11-01 09:11:38
100871,Melania Meme,MELANIA,0.1169459576592456,116945518,0.34,6757013,1.7326780329e-06,2025-01-20 02:25:38
100881,Ailey,ALE,0.261899304501531,116762343,0.08,103311,3.8803151543e-06,2024-03-25 03:15:46
100891,Arweave,AR,1.730939121439565,113640422,0.41,10037713,2.56456935502e-05,2021-07-23 06:13:00
100901,EigenCloud (prev. EigenLayer),EIGEN,0.1639888731103938,112944962,-4.37,11257317,2.4296685731e-06,2024-05-15 01:52:38
100911,MultiversX,EGLD,3.780658313898012,112009201,-0.61,3813505,5.60144509621e-05,2021-02-05 11:20:44
100921,CoW Protocol,COW,0.1991705319193789,111442769,-0.17,2189288,2.9509220529e-06,2022-04-06 05:21:50
100931,Lombard,BARD,0.3635093231051724,109734377,-1.02,35739646,5.3857750324e-06,2025-09-18 02:34:08
100941,ViciCoin,VCNT,18.168835004295858,109182730,-1.1,308029,0.0002691905041102,2023-06-26 08:02:06
100951,Momentum,MMT,0.1069403582491226,106940358,-0.16,3613804,1.5844344967e-06,2025-11-05 01:41:16
100961,Open,OPEN,0.1596958807631079,106509116,1.76,4714462,2.3660633517e-06,2025-09-09 01:59:11
100971,Keeta,KTA,0.205779123601812,105551220,39.43,3531944,3.0488353273e-06,2025-03-06 04:34:57
100981,Perle,PRL,0.154445318858569,105331707,-15.88,38849248,2.2882707246e-06,2026-03-26 02:03:36
100991,0G,0G,0.4877563520596585,104011115,1.92,14350165,7.2266261575e-06,2025-09-22 08:05:47
20001,Impossible Cloud Network Token,ICNT,0.4030355659772308,102564594,-5.91,17208552,5.9713981195e-06,2025-07-03 11:23:12
20011,Gas,GAS,1.5723420813812443,102349376,0.76,4101279,2.32959106855e-05,2017-08-18 00:00:00
20021,Livepeer,LPT,2.0764422618851905,102007934,-1.08,3646974,3.0764687945e-05,2019-03-09 15:25:00
20031,FTX Token,FTT,0.305918792996918,100615193,5.78,9474995,4.532510427e-06,2019-08-19 13:56:00
20041,Berachain,BERA,0.43733565684523,100379976,-2.71,12523703,6.4795902381e-06,2025-02-06 02:56:19
20051,Seeker,SKR,0.018913033765513,99551116,2.76,13516904,2.80216595747e-07,2026-01-21 01:19:44
20061,Centrifuge,CFG,0.1715531089081449,98992791,2.36,32046093,2.5417407256e-06,2025-05-22 01:10:31
20071,Kaito,KAITO,0.4057317979498184,97939148,6.2,11677925,6.0113456475e-06,2025-02-19 00:56:24
20081,Synthetix Network,SNX,0.2794681544754491,96225369,-0.21,5874664,4.1406162457e-06,2019-04-03 20:07:00
20091,Reserve Rights Token,RSR,0.0015369670826398,96142169,-2.48,6019240,2.277179267e-08,2019-07-05 13:20:00
200101,Spark,SPK,0.0211369554652793,95462288,4.02,11536043,3.13166347524e-07,2025-06-17 09:05:05
200111,Ribbita by Virtuals,TIBBIR,0.0988622498259106,95231570,-2.89,1349481,1.4647487778e-06,2025-03-26 01:22:59
200121,Ravencoin,RVN,0.0058698492882132,94863467,0.81,5603105,8.6968024564e-08,2018-03-11 00:00:00
200131,Horizen,ZEN,5.282564724533149,94815547,-0.58,7893643,7.82667826999e-05,2017-06-06 00:00:00
200141,PlaysOut,PLAY,0.0583327097280371,93485552,-7.93,1826294,8.64260781393e-07,2025-07-31 08:41:50
200151,Espresso,ESP,0.0799481069310679,93250337,-3.66,8425704,1.1845157492e-06,2026-02-13 04:18:11
200161,yearn.finance,YFI,2477.3013808660803,91143810,1.4,3527207,0.036703839700824,2020-07-29 14:16:00
200171,AMP,AMP,0.0010503449626792,88525342,3.96,36982490,1.5561971361e-08,2020-12-08 15:57:00
200181,$MBG Token,$MBG,0.3655856042366142,88168653,0.19,7236547,5.4165373331e-06,2025-07-02 03:07:46
200191,IO,IO,0.1083717640473858,86697080,2.69,4821137,1.6056422873e-06,2024-06-10 02:35:58
200201,0x,ZRX,0.1016737078448327,86259624,1.33,7163540,1.5064035015e-06,2017-08-11 00:00:00
200211,QTUM,QTUM,0.8110904672921979,85970810,-0.58,7601382,1.20171630001e-05,2017-03-17 00:00:00
200221,HyperChainX,HYPER,0.0845908783709147,83991837,0.6,1814197,1.2531161293e-06,2022-12-14 05:53:29
200231,AWE Network,AWE,0.0491796605607311,82856385,1.0,4041436,7.2864867864e-07,2025-05-22 02:58:33
200241,Wormhole,W,0.0146129694654736,81952911,-4.17,11253393,2.16506595829e-07,2024-03-04 03:11:42
200251,GUA,GUA,0.3783121258691666,81715419,13.67,3157668,5.6050942093e-06,2025-11-27 08:34:19
200261,Edge,EDGE,0.1078256938771257,81519902,-4.33,3361292,1.5975516803e-06,2025-04-03 01:47:53
200271,Theta Fuel,TFUEL,0.0111709588172766,81318178,-0.13,2109295,1.65509568154e-07,2019-03-25 16:27:00
200281,BEAM,BEAM,0.0016419561345064,81221009,0.77,4030359,2.4327316499e-08,2023-11-14 09:34:29
200291,Cheems,CHEEMS,4.26789088904e-07,80007023,-1.77,1131079,6.323332e-12,2023-05-08 03:40:05
200301,Loaded Lions,LION,0.0025202038269848,77736243,-1.96,736781,3.7339484809e-08,2025-03-10 02:13:00
200311,Ontology,ONT,0.0820493035342303,76655429,17.24,89324106,1.2156471989e-06,2018-03-09 00:00:00
200321,Kusama,KSM,4.203427037230281,75607675,0.2,4320600,6.22782166757e-05,2019-08-16 14:28:00
200331,LINEA,LINEA,0.0029948010283895,74821857,0.17,9242670,4.4371144234e-08,2025-09-11 01:23:52
200341,Zilliqa,ZIL,0.0037421608688276,74701584,-0.43,4150612,5.5444070602e-08,2018-02-14 00:00:00
200351,Sahara AI,SAHARA,0.0237521933100472,74623948,-2.76,12268590,3.51913861805e-07,2025-06-25 02:41:01
200361,Creditcoin,CTC,0.1399981996634469,74291278,-1.47,3345371,2.0742213759e-06,2022-05-23 03:33:07
200371,Kamino,KMNO,0.0172481549630007,73588194,0.25,3683185,2.5554965568e-07,2024-05-01 00:50:37
200381,Unibase,UB,0.0262398675502919,73471648,-15.24,14220928,3.88771386387e-07,2025-09-15 01:18:10
200391,KUB Coin,KUB,0.8235134379102184,73301020,-1.56,239933,1.22012224471e-05,2022-01-18 06:36:34
